name,description,url
c5scan,Vulnerability scanner and information gatherer for the Concrete5 CMS.,https://github.com/auraltension/c5scan
c7decrypt,Cisco password type encryptor and decryptor.,https://github.com/claudijd/c7decrypt
cachedump,A tool that demonstrates how to recover cache entry information: username and hashed password (called MSCASH).,https://packetstormsecurity.com/files/36781/cachedump.1.zip.html
cafebabe,Java bytecode editor & decompiler.,https://grax.info/
cameradar,Hacks its way into RTSP videosurveillance cameras.,https://github.com/Ullaakut/cameradar
camover,A camera exploitation tool that allows to disclosure network camera admin password.,https://github.com/EntySec/camover
camscan,A tool which will analyze the CAM table of Cisco switches to look for anamolies.,https://github.com/securestate/camscan
can-utils,Linux-CAN / SocketCAN user space applications.,https://github.com/linux-can/can-utils
canalyzat0r,Security analysis toolkit for proprietary car protocols.,https://github.com/schutzwerk/CANalyzat0r
canari,Maltego rapid transform development and execution framework.,https://pypi.org/project/canari/#files
cangibrina,Dashboard Finder.,https://github.com/fnk0c/cangibrina
cansina,A python-based Web Content Discovery Tool.,https://github.com/deibit/cansina
cantoolz,Framework for black-box CAN network analysis.,https://github.com/CANToolz/CANToolz
capa,The FLARE team's open-source tool to identify capabilities in executable files.,https://github.com/mandiant/capa
capfuzz,"Capture, fuzz and intercept web traffic.",https://github.com/MobSF/CapFuzz
captipper,Malicious HTTP traffic explorer tool.,http://www.omriher.com/2015/01/captipper-malicious-http-traffic.html
cardpwn,OSINT Tool to find Breached Credit Cards Information.,https://github.com/itsmehacker/CardPwn
cariddi,"Take a list of domains, crawl urls and scan for endpoints, secrets, api keys, file extensions, token.",https://github.com/edoardottt/cariddi
carwhisperer,Intends to sensibilise manufacturers of carkits and other Bluetooth appliances without display and keyboard for the possible security threat evolving from the use of standard passkeys.,http://trifinite.org/trifinite_stuff_carwhisperer.html
casefile,"The little brother to Maltego without transforms, but combines graph and link analysis to examine links between manually added data to mind map your information",http://www.paterva.com/web6/products/casefile.php
catana,Filter your wordlist according to the specified password policy.,https://github.com/D3vil0p3r/catana
catnthecanary,An application to query the canary.pw data set for leaked data.,https://github.com/packetassailant/catnthecanary
catphish,For phishing and corporate espionage.,https://github.com/ring0lab/catphish
ccrawldns,Retrieves from the CommonCrawl data set unique subdomains for a given domain name.,https://github.com/lgandx/CCrawlDNS
cdpsnarf,Cisco discovery protocol sniffer.,https://github.com/Zapotek/cdpsnarf
cecster,A tool to perform security testing against the HDMI CEC (Consumer Electronics Control) and HEC (HDMI Ethernet Channel) protocols.,https://github.com/nccgroup/CECster
cent,Community edition nuclei templates.,https://github.com/xm1k3/cent
centry,Cold boot & DMA protection,https://github.com/0xPoly/Centry
cero,Scrape domain names from SSL certificates of arbitrary hosts.,https://github.com/glebarez/cero
certgraph,Crawl the graph of certificate Alternate Names.,https://github.com/lanrat/certgraph
certi,Active Directory Certificate Services (ADCS) abuser. impacket copy of Certify.,https://github.com/zer1t0/certi
certipy,Active Directory Certificate Services enumeration and abuse.,https://github.com/ly4k/Certipy
certsync,Dump NTDS remotely without DRSUAPI: using golden certificate and UnPAC the hash.,https://github.com/zblurx/certsync
cewl,A custom word list generator.,http://www.digininja.org/projects/cewl.php
cflow,A C program flow analyzer.,http://www.gnu.org/software/cflow/
chainsaw,A powerful ‘first-response’ capability to quickly identify threats within Windows event logs.,https://github.com/countercept/chainsaw
chameleon,A tool for evading Proxy categorisation.,https://github.com/mdsecactivebreach/Chameleon
chameleonmini,"Official repository of ChameleonMini, a freely programmable, portable tool for NFC security analysis that can emulate and clone contactless cards, read RFID tags and sniff/log RF data.",https://github.com/emsec/ChameleonMini
changeme,A default credential scanner.,https://github.com/ztgrace/changeme
chankro,Tool that generates a PHP capable of run a custom binary (like a meterpreter) or a bash script (p.e. reverse shell) bypassing disable_functions & open_basedir).,https://github.com/TarlogicSecurity/Chankro
chaos-client,Go client to communicate with Chaos dataset API.,https://github.com/projectdiscovery/chaos-client
chaosmap,An information gathering tool and dns / whois / web server scanner,http://freecode.com/projects/chaosmap
chaosreader,"A freeware tool to trace tcp, udp etc. sessions and fetch application data from snoop or tcpdump logs.",http://chaosreader.sourceforge.net/
chapcrack,A tool for parsing and decrypting MS-CHAPv2 network handshakes.,https://github.com/moxie0/chapcrack
cheat-sh,The only cheat sheet you need.,https://cheat.sh
check-weak-dh-ssh,Debian OpenSSL weak client Diffie-Hellman Exchange checker.,http://packetstormsecurity.com/files/66683/check_weak_dh_ssh.pl.bz2.html
checkiban,Checks the validity of an International Bank Account Number (IBAN).,http://kernel.embedromix.ro/us/
checkov,"Prevent cloud misconfigurations and find vulnerabilities during build-time in infrastructure as code, container images and open source packages.",https://github.com/bridgecrewio/checkov
chiasm-shell,"Python-based interactive assembler/disassembler CLI, powered byKeystone/Capstone.",https://github.com/0xbc/chiasm-shell
chipsec,Platform Security Assessment Framework.,https://github.com/chipsec/chipsec
chiron,An all-in-one IPv6 Penetration Testing Framework.,http://www.secfu.net/tools-scripts/
chisel,A fast TCP tunnel over HTTP.,https://github.com/jpillora/chisel
chkrootkit,Checks for rootkits on a system.,http://www.chkrootkit.org/
chopshop,Protocol Analysis/Decoder Framework.,https://github.com/MITRECND/chopshop
choronzon,An evolutionary knowledge-based fuzzer.,https://github.com/CENSUS/choronzon
chownat,Allows two peers behind two separate NATs with no port forwarding and no DMZ setup on their routers to directly communicate with each other,http://samy.pl/chownat/
chrome-decode,Chrome web browser decoder tool that demonstrates recovering passwords.,http://packetstormsecurity.com/files/119153/Chrome-Web-Browser-Decoder.html
chromefreak,A Cross-Platform Forensic Framework for Google Chrome,http://osandamalith.github.io/ChromeFreak/
chromensics,A Google chrome forensics tool.,https://sourceforge.net/projects/chromensics/
chronoleak,ICMP Timestamp Remote Time Leaker.,https://github.com/noraj/ChronoLeak
chw00t,Unices chroot breaking tool.,https://github.com/earthquake/chw00t
cidr2range,Script for listing the IP addresses contained in a CIDR netblock.,http://www.cpan.org/authors/id/R/RA/RAYNERLUC
cintruder,An automatic pentesting tool to bypass captchas.,https://github.com/epsylon/cintruder
cipherscan,A very simple way to find out which SSL ciphersuites are supported by a target.,https://github.com/jvehent/cipherscan
ciphertest,A better SSL cipher checker using gnutls.,https://github.com/OpenSecurityResearch/ciphertest
ciphr,"A CLI tool for encoding, decoding, encryption, decryption, and hashing streams of data.",https://github.com/frohoff/ciphr
cirt-fuzzer,A simple TCP/UDP protocol fuzzer.,http://www.cirt.dk/
cisco-auditing-tool,"Perl script which scans cisco routers for common vulnerabilities. Checks for default passwords, easily guessable community names, and the IOS history bug. Includes support for plugins and scanning multiple hosts.",http://www.scrypt.net
cisco-global-exploiter,A perl script that targets multiple vulnerabilities in the Cisco Internetwork Operating System (IOS) and Catalyst products.,http://www.blackangels.it
cisco-ocs,Cisco Router Default Password Scanner.,http://www.question-defense.com/2013/01/11/ocs-version-2-release-ocs-cisco-router-default-password-scanner
cisco-router-config,Tools to copy and merge Cisco Routers Configuration.,
cisco-scanner,"Multithreaded Cisco HTTP vulnerability scanner. Tested on Linux, OpenBSD and Solaris.",http://wayreth.eu.org/old_page/
cisco-snmp-enumeration,"Automated Cisco SNMP Enumeration, Brute Force, Configuration Download and Password Cracking.",https://github.com/nccgroup/cisco-snmp-enumeration
cisco-snmp-slap,IP address spoofing tool in order to bypass an ACL protecting an SNMP service on Cisco IOS devices.,https://github.com/nccgroup/cisco-snmp-slap
cisco-torch,"Cisco Torch mass scanning, fingerprinting, and exploitation tool.",https://github.com/foreni-packages/cisco-torch/
cisco5crack,Crypt and decrypt the cisco enable 5 passwords.,https://github.com/madrisan/cisco5crack
cisco7crack,Crypt and decrypt the cisco enable 7 passwords.,https://github.com/madrisan/cisco7crack
ciscos,"Scans class A, B, and C networks for cisco routers which have telnet open and have not changed the default password from cisco.",
citadel,A library of OSINT tools.,https://github.com/jakecreps/Citadel
cjexploiter,Drag and Drop ClickJacking exploit development assistance tool.,https://github.com/enddo/CJExploiter
clair,Vulnerability Static Analysis for Containers.,https://github.com/quay/clair
clairvoyance,Obtain GraphQL API Schema even if the introspection is not enabled.,https://github.com/nikitastupin/clairvoyance
clamscanlogparser,"This is a utility to parse a Clam Anti Virus log file, in order to sort them into a malware archive for easier maintanence of your malware collection.",http://magikh0e.xyz/
climber,Check UNIX/Linux systems for privilege escalation.,https://github.com/raffaele-forte/climber
cloakify,Data Exfiltration In Plain Sight; Evade DLP/MLS Devices; Social Engineering of Analysts; Evade AV Detection.,https://github.com/trycatchhcf/cloakify
cloud-buster,A tool that checks Cloudflare enabled sites for origin IP leaks.,https://github.com/SageHack/cloud-buster
cloud_enum,"Multi-cloud OSINT tool. Enumerate public resources in AWS, Azure, and Google Cloud.",https://github.com/initstring/cloud_enum
cloudfail,Utilize misconfigured DNS and old database records to find hidden IP's behind the CloudFlare network.,https://github.com/m0rtem/CloudFail
cloudflare-enum,Cloudflare DNS Enumeration Tool for Pentesters.,https://github.com/mandatoryprogrammer/cloudflare_enum
cloudget,Python script to bypass cloudflare from command line. Built upon cfscrape module.,https://github.com/eudemonics/cloudget
cloudlist,A tool for listing Assets from multiple Cloud Providers.,https://github.com/projectdiscovery/cloudlist
cloudmare,A simple tool to find origin servers of websites protected by CloudFlare with a misconfiguration DNS.,https://github.com/MrH0wl/Cloudmare
cloudsploit,AWS security scanning checks.,https://github.com/cloudsploit/scans
cloudunflare,Reconnaissance Real IP address for Cloudflare Bypass.,https://github.com/greycatz/CloudUnflare
clusterd,"Automates the fingerprinting, reconnaissance, and exploitation phases of an application server attack.",https://github.com/hatRiot/clusterd
cminer,A tool for enumerating the code caves in PE files.,https://github.com/EgeBalci/Cminer/
